t_sta_info,t_sta_spec,t_sta_ad,t_sta_dat,t_sta_age
노거목 - 당산목,느티나무 (Zelkova serrata),무주읍 내도리 863-5,2008-05-07,310.0
노거목 - 풍치목,소나무 (Pinus densiflora),적상면 삼가리 산310,2008-05-07,210.0
노거목 - 노거수,상수리나무 (Quercus acutissima),적상면 사산리 산153-8,2008-05-07,210.0
노거목 - 당산목,느티나무 (Zelkova serrata),무주읍 내도리 2233,2010-05-24,408.0
노거목 - 풍치목,소나무 (Pinus densiflora),적상면 포내리 산60,2010-05-24,308.0
노거목 - 당산목,느티나무 (Zelkova serrata),적상면 괴목리 1570,2010-05-24,308.0
노거목 - 노거수,느티나무 (Zelkova serrata),안성면 덕산리 948-3,2010-05-24,308.0
노거목 - 당산목,소나무 (Pinus densiflora),부남면 장안리 534,2010-05-24,308.0
노거목 - 정자목,느티나무 (Zelkova serrata),적상면 방이리 738-4,2014-09-05,404.0
노거목 - 노거수,소나무 (Pinus densiflora),안성면 죽천리 산5-1,2015-07-10,453.0
노거목 - 노거수,소나무 (Pinus densiflora),무주읍 내도리 358,2022-09-23,301.0
노거목 - 노거수,느티나무 (Zelkova serrata),부남면 굴암리 289-1,2023-11-17,351.0
노거목 - 당산목,느티나무 (Zelkova serrata),장수군 번암면 지지리 730,1982-09-20,587.0
노거목 - 당산목,느티나무 (Zelkova serrata),장수군 장계면 삼봉리 428-3,1982-09-20,547.0
노거목 - 당산목,,장수군 장수읍 장수리 176-7,1982-09-20,451.0
노거목 - 당산목,느티나무 (Zelkova serrata),장수군 장수읍 선창리 40,1982-09-20,357.0
노거목 - 당산목,느티나무 (Zelkova serrata),장수군 장수읍 송천리 618-1,1982-09-20,387.0
노거목 - 풍치목,느티나무 (Zelkova serrata),장수군 산서면 건지리 420-1,1982-09-20,357.0
노거목 - 정자목,,장수군 산서면 하월리 305,1982-09-20,481.0
노거목 - 당산목,느티나무 (Zelkova serrata),장수군 번암면 논곡리 903-5,1982-09-20,357.0
노거목 - 당산목,느티나무 (Zelkova serrata),장수군 번암면 국포리 780,1982-09-20,417.0
노거목 - 정자목,느티나무 (Zelkova serrata),장수군 번암면 국포리 104,1982-09-20,357.0
노거목 - 풍치목,느티나무 (Zelkova serrata),장수군 장계면 무농리 641-1,1982-09-20,357.0
노거목 - 보목,느티나무 (Zelkova serrata),장수군 장계면 송천리 338,1982-09-20,367.0
노거목 - 보목,느티나무 (Zelkova serrata),장수군 장계면 명덕리 1390,1982-09-20,387.0
노거목 - 당산목,느티나무 (Zelkova serrata),장수군 천천면 춘송리 427,1982-09-20,407.0
노거목 - 풍치목,느티나무 (Zelkova serrata),장수군 계남면 침곡리 574,1982-09-20,417.0
노거목 - 풍치목,느티나무 (Zelkova serrata),장수군 계남면 침곡리 594,1982-09-20,357.0
노거목 - 당산목,느티나무 (Zelkova serrata),장수군 계남면 화양리 130,1982-09-20,367.0
노거목 - 당산목,느티나무 (Zelkova serrata),장수군 계남면 화양리 661,1982-09-20,417.0
노거목 - 당산목,느티나무 (Zelkova serrata),장수군 계남면 화양리 130,1982-09-20,367.0
노거목 - 당산목,느티나무 (Zelkova serrata),장수군 계남면 호덕리 763-1,1982-09-20,387.0
노거목 - 풍치목,느티나무 (Zelkova serrata),장수군 계남면 화음리 700,1982-09-20,357.0
노거목 - 당산목,느티나무 (Zelkova serrata),장수군 계북면 원촌리 427,1982-09-20,347.0
노거목 - 당산목,느티나무 (Zelkova serrata),장수군 계북면 농소리 219,1982-09-20,347.0
노거목 - 풍치목,느티나무 (Zelkova serrata),장수군 장계면 장계리 250,1998-08-17,371.0
노거목 - 정자목,,장수군 산서면 이룡리 173,1982-09-20,161.0
노거목 - 방풍목,,장수군 산서면 학선리 810,1982-09-20,371.0
노거목 - 당산목,느티나무 (Zelkova serrata),장수군 산서면 오성리 산12,2005-01-14,414.0
노거목 - 정자목,느티나무 (Zelkova serrata),장수군 산서면 오성리 879-2,2005-01-14,414.0
노거목 - 풍치목,느티나무 (Zelkova serrata),장수군 산서면 쌍계리 산8,2005-01-14,614.0
노거목 - 당산목,느티나무 (Zelkova serrata),장수군 산서면 오성리 산12,2005-01-14,414.0
노거목 - 당산목,,장수군 산서면 하월리 산18-1,2005-01-14,318.0
노거목 - 당산목,느티나무 (Zelkova serrata),장수군 계북면 농소리 1201,2005-01-14,414.0
노거목 - 풍치목,느티나무 (Zelkova serrata),장수군 계북면 어전리 742,2005-01-14,514.0
노거목 - 당산목,,장수군 계북면 원촌리 727,2005-01-14,314.0
노거목 - 풍치목,느티나무 (Zelkova serrata),장수군 천천면 용광리 산490,2005-01-14,414.0
노거목 - 풍치목,,장수군 천천면 용광리 21-1,2005-01-14,314.0
노거목 - 당산목,느티나무 (Zelkova serrata),장수군 계북면 임평리 1175,2014-08-08,455.0
노거목 - 풍치목,느티나무 (Zelkova serrata),장수군 천천면 용광리 산490,2005-01-14,414.0
노거목 - 정자목,은행나무 (Ginkgo biloba),임실군 임실읍 이도리 178-1,1982-09-20,736.0
노거목 - 당산목,은행나무 (Ginkgo biloba),임실군 임실읍 신안리 777,1982-09-20,536.0
노거목 - 당산목,은행나무 (Ginkgo biloba),임실군 오수면 오수리 347-8,1982-09-20,536.0
노거목 - 정자목,느티나무 (Zelkova serrata),임실군 임실읍 신안리 484-1,1997-09-29,521.0
노거목 - 정자목,느티나무 (Zelkova serrata),임실군 임실읍 신안리 416,1997-09-29,521.0
노거목 - 당산목,느티나무 (Zelkova serrata),임실군 임실읍 현곡리 904,1982-09-20,336.0
노거목 - 당산목,느티나무 (Zelkova serrata),임실군 임실읍 현곡리 307,1982-09-20,336.0
노거목 - 당산목,느티나무 (Zelkova serrata),임실군 청웅면 옥전리 631,1982-09-20,336.0
노거목 - 정자목,느티나무 (Zelkova serrata),임실군 운암면 선거리 137-1,1982-09-20,336.0
노거목 - 당산목,느티나무 (Zelkova serrata),임실군 성수면 월평리 392,1982-09-20,336.0
노거목 - 정자목,느티나무 (Zelkova serrata),임실군 삼계면 두월리 340,1982-09-20,336.0
노거목 - 정자목,느티나무 (Zelkova serrata),임실군 관촌면 용산리 135,1982-09-20,336.0
노거목 - 정자목,느티나무 (Zelkova serrata),임실군 성수면 삼청리 758,1982-09-20,236.0
노거목 - 정자목,느티나무 (Zelkova serrata),임실군 오수면 봉천리 256-3,1982-09-20,286.0
노거목 - 정자목,느티나무 (Zelkova serrata),임실군 오수면 종동리 616-2,1982-09-20,236.0
노거목 - 정자목,버드나무 (Salix koreensis ANDERSS.),임실군 오수면 평당리 503-3,1982-09-20,236.0
노거목 - 당산목,느티나무 (Zelkova serrata),임실군 삼계면 뇌천리 295,1982-09-20,286.0
노거목 - 정자목,느티나무 (Zelkova serrata),임실군 관촌면 신전리 공유지,1982-09-20,336.0
노거목 - 당산목,느티나무 (Zelkova serrata),임실군 강진면 갈담리 357-5,1982-09-20,236.0
노거목 - 정자목,느티나무 (Zelkova serrata),임실군 지사면 방계리 187,1982-09-20,336.0
노거목 - 정자목,느티나무 (Zelkova serrata),임실군 성수면 양지리 산36,1998-08-17,320.0
노거목 - 정자목,느티나무 (Zelkova serrata),임실군 신덕면 수천리,1998-08-17,220.0
노거목 - 정자목,느티나무 (Zelkova serrata),임실군 삼계면 후천리,1998-08-17,270.0
노거목 - 정자목,느티나무 (Zelkova serrata),임실군 삼계면 홍곡리 425-1,2018-06-08,400.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 풍산면 죽곡리 176-2,1982-09-20,356.0
노거목 - 당산목,느티나무 (Zelkova serrata),순창군 복흥면 동산리 304-1,1982-09-20,456.0
노거목 - 풍치목,떡갈나무 (Quercus dentata),순창군 쌍치면 옥산리 796,1982-09-20,406.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 쌍치면 내동리 770-1,1982-09-20,466.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 구림면 금천리 558,1982-09-20,416.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 순창읍 순화리 315-4,1982-09-20,276.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 순창읍 순화리 313,1982-09-20,296.0
노거목 - 당산목,느티나무 (Zelkova serrata),순창군 인계면 탑리 330-1,1982-09-20,316.0
노거목 - 당산목,느티나무 (Zelkova serrata),순창군 인계면 갑동리 403,1982-09-20,256.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 인계면 마흘리 346,1982-09-20,336.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 인계면 마흘리 505-3,1982-09-20,316.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 동계면 구미리 566-4,1982-09-20,266.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 동계면 어치리 435,1982-09-20,276.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 동계면 동심리 446,1982-09-20,216.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 동계면 주월리 271,1982-09-20,296.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 동계면 내령리 747,1982-09-20,266.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 동계리 구미리 195,1982-09-20,316.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 적성면 지북리 346-1,1982-09-20,296.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 적성면 내월리 68,1982-09-20,316.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 적성면 괴정리 30,1982-09-20,276.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 유등면 무수리 927,1982-09-20,316.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 유등면 외이리 558-3,1982-09-20,296.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 풍산면 우곡리 85-3,1982-09-20,256.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 풍산면 죽전리 129,1982-09-20,316.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 풍산면 용내리 5-1,1982-09-20,266.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 풍산면 금곡리 344-1,1982-09-20,316.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 풍산면 삼촌리 121,1982-09-20,306.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 금과면 고례리 377-2,1982-09-20,266.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 팔덕면 서흥리 380,1982-09-20,316.0
노거목 - 당산목,느티나무 (Zelkova serrata),순창군 팔덕면 서흥리 110-1,1982-09-20,306.0
노거목 - 당산목,느티나무 (Zelkova serrata),순창군 팔덕면 장안리 205,1982-09-20,316.0
노거목 - 당산목,느티나무 (Zelkova serrata),순창군 팔덕면 청계리 470,1982-09-20,306.0
노거목 - 당산목,느티나무 (Zelkova serrata),순창군 팔덕면 청계리 510,1982-09-20,316.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 팔덕면 용산리 216-1,1982-09-20,316.0
노거목 - 당산목,느티나무 (Zelkova serrata),순창군 복흥면 어은리 517,1982-09-20,316.0
노거목 - 당산목,느티나무 (Zelkova serrata),순창군 복흥면 정산리 466,1982-09-20,296.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 쌍치면 용전리 441,1982-09-20,256.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 쌍치면 옥산리 464,1982-09-20,316.0
노거목 - 당산목,느티나무 (Zelkova serrata),순창군 쌍치면 학선리 213-1,1982-09-20,326.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 쌍치면 도고리 193,1982-09-20,306.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 구림면 자양리 82,1982-09-20,306.0
노거목 - 당산목,느티나무 (Zelkova serrata),순창군 구림면 자양리 221,1982-09-20,266.0
노거목 - 당산목,느티나무 (Zelkova serrata),순창군 구림면 구곡리 69,1982-09-20,296.0
노거목 - 정자목,느티나무 (Zelkova serrata),순창군 구림면 성곡리 485,1982-09-20,276.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 구림면 율북리 370-1,1982-09-20,256.0
노거목 - 풍치목,버드나무 (Salix koreensis ANDERSS.),순창군 순창읍 복실리 55-3,1982-09-20,216.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 인계면 세룡리 462-9,1999-10-08,319.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 인계면 세룡리 462-9,1999-10-08,319.0
노거목 - 풍치목,소나무 (Pinus densiflora),순창군 동계면 이동리 472,1999-10-08,273.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 동계면 내령리 120,1999-10-08,219.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 유등면 외이리 455-1,1999-10-08,219.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 유등면 무수리 927-1,1999-10-08,329.0
노거목 - 정자목,느티나무 (Zelkova serrata),순창군 풍산면 용내리 산5-1,1999-10-08,369.0
노거목 - 정자목,느티나무 (Zelkova serrata),순창군 금과면 청룡리 65-2,1999-10-08,389.0
노거목 - 정자목,왕버들 (Salix koreensis ANDERSS.),순창군 금과면 발산리 302,1999-10-08,269.0
노거목 - 풍치목,팽나무 (Celtis sinensis Persoon),순창군 금과면 방축리 715,1999-10-08,289.0
노거목 - 풍치목,소나무 (Pinus densiflora),순창군 금과면 고례리 367,1999-10-08,249.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 팔덕면 구룡리 327,1999-10-08,319.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 복흥면 어은리 486,1999-10-08,269.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 쌍치면 금성리 787-1,1999-10-08,319.0
노거목 - 당산목,느티나무 (Zelkova serrata),순창군 순창읍 남계리 703,2005-07-01,413.0
노거목 - 정자목,은행나무 (Ginkgo biloba),순창군 순창읍 교성리 134-1,2005-07-01,433.0
노거목 - 기형목,느티나무 (Zelkova serrata),순창군 순창읍 복실리 729-1,2005-07-01,313.0
노거목 - 당산목,회화나무 (Sophora japonica),순창군 적성면 괴정리 1246,2005-07-01,313.0
노거목 - 정자목,느티나무 (Zelkova serrata),순창군 풍산면 죽곡리 981,2005-07-01,313.0
노거목 - 풍치목,이팝나무 (Chionanthus retusa),순창군 구림면 율복리 산107,2005-07-01,213.0
노거목 - 풍치목,이팝나무 (Chionanthus retusa),순창군 구림면 율복리 산107,2005-07-01,213.0
노거목 - 풍치목,느티나무 (Zelkova serrata),순창군 구림면 운남리 1227,2005-07-01,313.0
노거목 - 풍치목,소나무 (Pinus densiflora),순창군 복흥면 주평리 395,,261.0
노거목 - 정자목,소나무 (Pinus densiflora),순창군 동계면 주월리 90-1,2009-09-25,509.0
노거목 - 정자목,소나무 (Pinus densiflora),순창군 동계면 주월리 산58-1,2016-06-10,502.0
노거목 - 정자목,상수리나무 (Quercus acutissima),순창군 인계면 지산리 산60-1,2017-06-30,151.0
노거목 - 정자목,느티나무 (Zelkova serrata),순창군 유등면 창신리 380,2017-07-14,351.0
노거목 - 보목,은행나무 (Ginkgo biloba),고창군 고창읍 읍내리 248-2,1982-09-20,486.0
노거목 - 정자목,느티나무 (Zelkova serrata),고창군 아산면 구암리 16-2,1982-09-20,386.0
노거목 - 보목,은행나무 (Ginkgo biloba),고창군 무장면 교흥리 368,1982-09-20,416.0
노거목 - 기형목,향나무 (Juniperus chinensis),고창군 성내면 신대리 138,1982-09-20,386.0
노거목 - 풍치목,느티나무 (Zelkova serrata),고창군 고수면 상평리 150,1982-09-20,286.0
노거목 - 풍치목,느티나무 (Zelkova serrata),고창군 고수면 두평리 90,1982-09-20,246.0
노거목 - 풍치목,느티나무 (Zelkova serrata),고창군 아산면 상갑리 175,1982-09-20,336.0
노거목 - 풍치목,팽나무 (Celtis sinensis Persoon),고창군 공음면 신대리 256-6,1982-09-20,246.0
노거목 - 풍치목,느티나무 (Zelkova serrata),고창군 심원면 주산리 602,1982-09-20,336.0
노거목 - 풍치목,소나무 (Pinus densiflora),고창군 성송면 산수리 43,1993-04-08,275.0
노거목 - 풍치목,소나무 (Pinus densiflora),고창군 성내면 신성리 56,1995-09-27,273.0
노거목 - 풍치목,느티나무 (Zelkova serrata),고창군 고수면 와촌리 61-1,1995-09-27,323.0
노거목 - 정자목,느티나무 (Zelkova serrata),고창군 고수면 우평리 383,1982-09-20,236.0
노거목 - 정자목,느티나무 (Zelkova serrata),고창군 고수면 장두리 283,1982-09-20,236.0
노거목 - 정자목,느티나무 (Zelkova serrata),고창군 고수면 평지리 323,1982-09-20,236.0
노거목 - 당산목,느티나무 (Zelkova serrata),고창군 무장면 무장리 214,1982-09-20,236.0
