t_ce_na,t_num,t_sdate,t_ty,t_fna,t_bna,t_tty,t_age,t_fr,t_gr,t_gr_num,t_rad,t_ad
전라남도 무안군,15-16-10-107,1982-12-03,거목,,,은행나무,600,마을나무,대,,,전라남도 무안군 무안읍 교촌3리 260-1
전라남도 무안군,15-16-10-106,1982-12-03,거목,,,느티나무,500,마을나무,잡종지,,,전라남도 무안군 무안읍 성내리 28-3
전라남도 장흥군청,15-12-1-14,1982-01-01,노목,,,팽나무,270,면나무,공원,,,전라남도 장흥군 장흥읍 교촌리 13-1
전라남도 장흥군청,15-12-1-13,1982-01-01,노목,,,느티나무,270,면나무,공원,,,전라남도 장흥군 장흥읍 순지리 299
전라남도 장흥군청,15-12-1-12,1982-01-01,노목,,,느티나무,220,면나무,공원,,,전라남도 장흥군 장흥읍 덕제리 237
전라남도 장흥군청,15-12-1-11,1982-01-01,노목,,,느티나무,290,면나무,공원,,전라남도 장흥군 장흥읍 영전1길 83,
전라남도 장흥군청,15-12-1-10,1982-01-01,노목,,,서어나무,320,시·군나무,공원,,전라남도 장흥군 장흥읍 영전1길 83,
전라남도 장흥군청,15-12-1-9,1982-01-01,노목,,,팽나무,270,면나무,공원,,전라남도 장흥군 장흥읍 영전1길 83,
전라남도 장흥군청,15-12-1-8,1982-01-01,노목,,,푸조나무,280,면나무,공원,,전라남도 장흥군 장흥읍 영전1길 83,
전라남도 장흥군청,15-12-1-7,1982-01-01,노목,,,왕버들나무,360,시·군나무,공원,,전라남도 장흥군 장흥읍 장원길 12,
전라남도 장흥군청,15-12-1-6,1982-01-01,노목,,,느티나무,390,시·군나무,공원,,전라남도 장흥군 장흥읍 장원길 12,
전라남도 장흥군청,15-12-1-5,1982-01-01,노목,,,은행나무,420,시·군나무,공원,,전라남도 장흥군 장흥읍 교촌남외길 33,
전라남도 장흥군청,15-12-1-4,1982-01-01,노목,,,은행나무,420,시·군나무,공원,,전라남도 장흥군 장흥읍 교촌남외길 33,
전라남도 장흥군청,15-12-1-3,1982-01-01,노목,,,느티나무,380,시·군나무,공원,,,전라남도 장흥군 장흥읍 송암리 308
전라남도 장흥군청,15-12-1-2,1982-01-01,노목,,,느티나무,470,시·군나무,공원,,전라남도 장흥군 장흥읍 행원2길 7,
전라남도 장흥군청,15-12-1-1,1982-01-01,노목,,,비자나무,620,도나무,공원,,,전라남도 장흥군 장흥읍 행원리 188
전라남도 장흥군청,15-12-10-8,2012-01-01,노목,,,왕버들나무,250,면나무,공원,,전라남도 장흥군 부산면 부춘기동길 68,
전라남도 장흥군청,15-12-10-6,2011-01-01,거목,,,팽나무,150,마을나무,공원,,,전라남도 장흥군 회진면 대리 455
전라남도 장흥군청,15-12-10-5,2011-01-01,노목,,,팽나무,250,면나무,공원,,,전라남도 장흥군 회진면 회진리 957
전라남도 장흥군청,15-12-10-4,2011-01-01,거목,,,느티나무,150,마을나무,공원,,,전라남도 장흥군 회진면 덕산리 733
전라남도 장흥군청,15-12-10-3,2011-01-01,거목,,,느티나무,150,마을나무,공원,,,전라남도 장흥군 회진면 덕산리 733
전라남도 장흥군청,15-12-10-2,2011-01-01,거목,,,느티나무,150,마을나무,공원,,,전라남도 장흥군 회진면 덕산리 733
전라남도 장흥군청,15-12-10-1,1982-01-01,노목,,,은행나무,240,면나무,공원,,전라남도 장흥군 회진면 회진로 909,
전라남도 장흥군청,15-12-9-11,2011-01-01,거목,,,호두나무,200,면나무,공원,,전라남도 장흥군 부산면 거동길 3,
전라남도 장흥군청,15-12-9-10,2009-01-01,노목,,,은행나무,490,시·군나무,공원,,,전라남도 장흥군 부산면 유량리 516-22
전라남도 장흥군청,15-12-9-9,2009-01-01,노목,,,이팝나무,300,시·군나무,공원,,,전라남도 장흥군 부산면 용반리 855-4
전라남도 장흥군청,15-12-9-8,2009-01-01,노목,,,육송,300,시·군나무,공원,,,전라남도 장흥군 부산면 용반리 855-4
전라남도 장흥군청,15-12-9-7,1982-01-01,거목,,,푸조나무,130,마을나무,공원,,,전라남도 장흥군 부산면 유량리 516-19
전라남도 장흥군청,15-12-9-6,1982-01-01,거목,,,은행나무,160,마을나무,공원,,,전라남도 장흥군 부산면 구룡리 834-5
전라남도 장흥군청,15-12-9-5,1982-01-01,거목,,,은행나무,140,마을나무,공원,,,전라남도 장흥군 부산면 구룡리 848-2
전라남도 장흥군청,15-12-9-4,1982-01-01,거목,,,은행나무,140,마을나무,공원,,,전라남도 장흥군 부산면 구룡리 848-2
전라남도 장흥군청,15-12-9-3,1982-01-01,거목,,,팽나무,140,마을나무,공원,,,전라남도 장흥군 부산면 내안리 385
전라남도 장흥군청,15-12-9-2,1982-01-01,노목,,,느티나무,440,시·군나무,공원,,전라남도 장흥군 부산면 내동2길 1-38,
전라남도 장흥군청,15-12-9-1,1982-01-01,노목,,,느티나무,530,도나무,공원,,,전라남도 장흥군 부산면 지천리 661-4
전라남도 장흥군청,15-12-8-12,1999-01-01,거목,,,팽나무,210,면나무,공원,,,전라남도 장흥군 유치면 반월리 36
전라남도 장흥군청,15-12-8-11,1999-01-01,노목,,,느티나무,340,시·군나무,공원,,전라남도 장흥군 유치면 반월칠인길 16,
전라남도 장흥군청,15-12-8-9,1982-01-01,거목,,,느티나무,170,마을나무,공원,,전라남도 장흥군 유치면 조양1길 21,
전라남도 장흥군청,15-12-8-3,1982-01-01,노목,,,느티나무,330,시·군나무,공원,,전라남도 장흥군 유치면 신풍서길 3,
전라남도 장흥군청,15-12-7-20,2016-01-01,노목,,,느티나무,240,면나무,공원,,,전라남도 장흥군 장평면 용강리 64-2
전라남도 장흥군청,15-12-7-19,2011-01-01,노목,,,느티나무,250,면나무,공원,,,전라남도 장흥군 장평면 용강리 70-3
전라남도 장흥군청,15-12-7-18,2011-01-01,노목,,,느티나무,250,면나무,공원,,,전라남도 장흥군 장평면 용강리 70-3
전라남도 장흥군청,15-12-7-17,2011-01-01,노목,,,해송,300,시·군나무,공원,,,전라남도 장흥군 장평면 양촌리 541-1
전라남도 장흥군청,15-12-7-16,2011-01-01,노목,,,해송,300,시·군나무,공원,,,전라남도 장흥군 장평면 양촌리 541-1
전라남도 장흥군청,15-12-7-15,2011-01-01,노목,,,육송,300,시·군나무,공원,,,전라남도 장흥군 장평면 양촌리 541-1
전라남도 장흥군청,15-12-7-14,2011-01-01,노목,,,육송,300,시·군나무,공원,,,전라남도 장흥군 장평면 양촌리 541-1
전라남도 장흥군청,15-12-7-13,2011-01-01,노목,,,육송,300,시·군나무,공원,,전라남도 장흥군 장평면 새재등길 5,
전라남도 장흥군청,15-12-7-12,2011-01-01,노목,,,육송,300,시·군나무,공원,,전라남도 장흥군 장평면 새재등길 5,
전라남도 장흥군청,15-12-7-11,2011-01-01,노목,,,육송,300,시·군나무,공원,,전라남도 장흥군 장평면 새재등길 5,
전라남도 장흥군청,15-12-7-10,2011-01-01,노목,,,육송,300,시·군나무,공원,,전라남도 장흥군 장평면 새재등길 5,
전라남도 장흥군청,15-12-7-9,2011-01-01,노목,,,육송,300,시·군나무,공원,,전라남도 장흥군 장평면 새재등길 5,
전라남도 장흥군청,15-12-7-8,2011-01-01,노목,,,육송,300,시·군나무,공원,,전라남도 장흥군 장평면 새재등길 5,
전라남도 장흥군청,15-12-7-7,2011-01-01,노목,,,육송,300,시·군나무,공원,,전라남도 장흥군 장평면 새재등길 5,
전라남도 장흥군청,15-12-7-6,2009-01-01,노목,,,매화나무,90,마을나무,공원,,전라남도 장흥군 장평면 장평중앙길 41-18,
전라남도 장흥군청,15-12-7-5,2004-01-01,거목,,,향나무,120,마을나무,공원,,전라남도 장흥군 장평면 임리어곡길 266-61,
전라남도 장흥군청,15-12-7-4,1982-01-01,거목,,,느티나무,160,마을나무,공원,,전라남도 장흥군 장평면 석정길 75-5,
전라남도 장흥군청,15-12-7-3,1982-01-01,노목,,,팽나무,240,면나무,공원,,,전라남도 장흥군 장평면 병동리 274
전라남도 장흥군청,15-12-7-2,1982-01-01,노목,,,느티나무,320,시·군나무,공원,,전라남도 장흥군 장평면 두봉진산길 401,
전라남도 장흥군청,15-12-7-1,1982-01-01,노목,,,느티나무,420,시·군나무,공원,,,전라남도 장흥군 장평면 봉림리 766
전라남도 장흥군청,15-12-6-7,2004-01-01,노목,,,소태나무,310,시·군나무,공원,,전라남도 장흥군 장동면 흥성로 1030,
전라남도 장흥군청,15-12-6-6,2003-01-01,노목,,,푸조나무,250,면나무,공원,,,전라남도 장흥군 장동면 하산리 493
전라남도 장흥군청,15-12-6-5,1982-01-01,거목,,,금송,80,마을나무,공원,,전라남도 장흥군 장동면 흥성로 1500,
전라남도 장흥군청,15-12-6-4,1982-01-01,거목,,,금송,80,마을나무,공원,,전라남도 장흥군 장동면 흥성로 1500,
전라남도 장흥군청,15-12-6-3,1982-01-01,노목,,,왕버들나무,490,시·군나무,공원,,,전라남도 장흥군 장동면 봉동리 497
전라남도 장흥군청,15-12-6-2,1982-01-01,노목,,,왕버들나무,450,시·군나무,공원,,,전라남도 장흥군 장동면 반산리 277
전라남도 장흥군청,15-12-6-1,1982-01-01,노목,,,이팝나무,370,시·군나무,공원,,,전라남도 장흥군 장동면 용곡리 95
전라남도 장흥군청,15-12-5-8,2016-01-01,노목,,,팽나무,130,마을나무,공원,,,전라남도 장흥군 안양면 모령리 483
전라남도 장흥군청,15-12-5-7,2005-01-01,노목,,,팽나무,130,마을나무,공원,,전라남도 장흥군 안양면 학송길 35-30,
전라남도 장흥군청,15-12-5-6,1999-01-01,거목,,,은행나무,230,면나무,공원,,전라남도 장흥군 안양면 요곡길 101,
전라남도 장흥군청,15-12-5-5,1982-01-01,거목,,,느티나무,280,면나무,공원,,전라남도 장흥군 안양면 사촌당산길 13-2,
전라남도 장흥군청,15-12-5-4,1982-01-01,노목,,,느티나무,230,면나무,공원,,,전라남도 장흥군 안양면 당암리 580
전라남도 장흥군청,15-12-5-3,1982-01-01,거목,,,느티나무,280,면나무,공원,,,전라남도 장흥군 안양면 당암리 448-1
전라남도 장흥군청,15-12-5-2,1982-01-01,노목,,,느티나무,470,시·군나무,공원,,,전라남도 장흥군 안양면 비동리 577
전라남도 장흥군청,15-12-5-1,1982-01-01,노목,,,느티나무,380,시·군나무,공원,,,전라남도 장흥군 안양면 수락리 261
전라남도 장흥군청,15-12-4-17,2017-01-01,노목,,,해송,200,면나무,공원,,전라남도 장흥군 용산면 접정길 8-1,
전라남도 장흥군청,15-12-4-16,2017-01-01,노목,,,해송,200,면나무,공원,,,전라남도 장흥군 용산면 접정리 385-3
전라남도 장흥군청,15-12-4-15,2017-01-01,노목,,,해송,200,면나무,공원,,,전라남도 장흥군 용산면 접정리 385-2
전라남도 장흥군청,15-12-4-14,2017-01-01,노목,,,해송,200,면나무,공원,,전라남도 장흥군 용산면 장흥대로 2467,
전라남도 장흥군청,15-12-4-13,2015-01-01,거목,,,팽나무,200,면나무,공원,,전라남도 장흥군 용산면 용안로 307-16,
전라남도 장흥군청,15-12-4-13,2015-01-01,노목,,,팽나무,200,면나무,공원,,전라남도 장흥군 용산면 용안로 307-16,
전라남도 장흥군청,15-12-4-13,2015-01-01,거목,,,팽나무,200,면나무,공원,,전라남도 장흥군 용산면 용안로 307-16,
전라남도 장흥군청,15-12-4-13,2015-01-01,거목,,,팽나무,200,면나무,공원,,전라남도 장흥군 용산면 용안로 307-16,
전라남도 장흥군청,15-12-4-12,1999-01-01,거목,,,푸조나무,200,면나무,공원,,전라남도 장흥군 용산면 원등2길 2,
전라남도 장흥군청,15-12-4-8,1982-01-01,거목,,,느티나무,260,면나무,공원,,,전라남도 장흥군 용산면 금곡리 271
전라남도 장흥군청,15-12-4-7,1982-01-01,거목,,,느티나무,260,면나무,공원,,,전라남도 장흥군 용산면 금곡리 271
전라남도 장흥군청,15-12-4-6,1982-01-01,거목,,,느티나무,260,면나무,공원,,,전라남도 장흥군 용산면 금곡리 271
전라남도 장흥군청,15-12-4-5,1982-01-01,거목,,,느티나무,240,면나무,공원,,,전라남도 장흥군 용산면 인암리 81-2
전라남도 장흥군청,15-12-4-4,1982-01-01,거목,,,느티나무,390,시·군나무,공원,,,전라남도 장흥군 용산면 운주리 642-1
전라남도 장흥군청,15-12-4-3,1982-01-01,노목,,,느티나무,390,시·군나무,공원,,,전라남도 장흥군 용산면 운주리 642-1
전라남도 장흥군청,15-12-4-2,1982-01-01,노목,,,느티나무,390,시·군나무,공원,,전라남도 장흥군 용산면 운주길 1-42,
전라남도 장흥군청,15-12-4-1,1982-01-01,노목,,,느티나무,390,시·군나무,공원,,전라남도 장흥군 용산면 운주길 1-42,
전라남도 장흥군청,15-12-3-17,2011-01-01,노목,,,조구나무,200,면나무,공원,,전라남도 장흥군 대덕읍 대대로 947,
전라남도 장흥군청,15-12-3-16,2011-01-01,거목,,,소나무,200,면나무,공원,,전라남도 장흥군 대덕읍 대대로 947,
전라남도 장흥군청,15-12-3-15,2011-01-01,거목,,,느티나무,250,면나무,공원,,,전라남도 장흥군 대덕읍 연정리 1096
전라남도 장흥군청,15-12-3-14,2011-01-01,거목,,,느티나무,250,면나무,공원,,,전라남도 장흥군 대덕읍 연정리 1096
전라남도 장흥군청,15-12-3-13,2011-01-01,거목,,,느티나무,250,면나무,공원,,,전라남도 장흥군 대덕읍 연정리 1096
전라남도 장흥군청,15-12-3-12,2011-01-01,거목,,,느티나무,250,면나무,공원,,,전라남도 장흥군 대덕읍 연정리 1096
전라남도 장흥군청,15-12-3-11,2009-01-01,거목,,,팽나무,200,면나무,공원,,전라남도 장흥군 대덕읍 옹암1길2,
전라남도 장흥군청,15-12-3-10,2009-01-01,거목,,,느티나무,120,마을나무,공원,,,전라남도 장흥군 대덕읍 신월리 931-1
전라남도 장흥군청,15-12-3-9,2003-01-01,거목,,,왕버들나무,200,면나무,공원,,,전라남도 장흥군 대덕읍 연지리 652
전라남도 장흥군청,15-12-3-8,2003-01-01,거목,,,이팝나무,220,면나무,공원,,,전라남도 장흥군 대덕읍 연지리 652
전라남도 장흥군청,15-12-3-7,1999-01-01,노목,,,팽나무,310,시·군나무,공원,,,전라남도 장흥군 대덕읍 분토리 34-2
전라남도 장흥군청,15-12-3-6,1996-01-01,노목,,,은행나무,420,시·군나무,공원,,,전라남도 장흥군 대덕읍 신리 820-3
전라남도 장흥군청,15-12-3-5,1982-01-01,노목,,,푸조나무,270,면나무,공원,,전라남도 장흥군 대덕읍 오산2길 16,
전라남도 장흥군청,15-12-3-4,1982-01-01,노목,,,느티나무,380,시·군나무,공원,,,전라남도 장흥군 대덕읍 도청리 113
전라남도 장흥군청,15-12-3-3,1982-01-01,노목,,,느티나무,380,시·군나무,공원,,,전라남도 장흥군 대덕읍 도청리 113
전라남도 장흥군청,15-12-3-2,1982-01-01,노목,,,느티나무,350,시·군나무,공원,,,전라남도 장흥군 대덕읍 연지리 652
전라남도 장흥군청,15-12-3-1,1982-01-01,노목,,,느티나무,350,시·군나무,공원,,,전라남도 장흥군 대덕읍 연지리 652
전라남도 장흥군청,15-12-2-21,2010-01-01,노목,,,팽나무,157,마을나무,공원,,전라남도 장흥군 관산읍 죽교상하발로 321,
전라남도 장흥군청,15-12-2-20,2010-01-01,거목,,,팽나무,157,마을나무,공원,,전라남도 장흥군 관산읍 죽교상하발로 321,
전라남도순천시청,15-3-1-2,1982-12-03,노목+거목,,,느티나무,280,시·군나무,잡종지,,,전라남도 순천시 승주읍 봉덕리 224-1
전라남도순천시청,15-3-1-4,2002-09-30,노목+거목,,,느티나무,500,시·군나무,도로,,,전라남도 순천시 승주읍 구강리 368-1
전라남도순천시청,15-3-1-5,2004-09-08,노목+거목,,,느티나무,450,시·군나무,임야,,,전라남도 순천시 승주읍 남강리 832
전라남도순천시청,15-3-1-6,2007-03-06,노목+거목,,,느티나무,350,시·군나무,잡종지,,,전라남도 순천시 승주읍 유흥리 402
전라남도순천시청,15-3-1-7,2008-03-10,노목+거목,,,느티나무,600,시·군나무,잡종지,,,전라남도 순천시 승주읍 도정리 173
전라남도순천시청,15-3-1-8,2015-07-18,노목+거목,,,느티나무,500,시·군나무,구거,,,전라남도 순천시 승주읍 죽학리 833
전라남도순천시청,15-3-2-1,1996-10-23,노목+거목,,,느티나무,550,시·군나무,대,,,전라남도 순천시 주암면 궁각리 666-2
전라남도순천시청,15-3-2-2,1982-12-03,노목+거목,,,느티나무,400,시·군나무,잡종지,,,전라남도 순천시 주암면 문길리 500
전라남도순천시청,15-3-2-3,2001-08-06,노목+거목,,,소나무,400,시·군나무,임야,,,전라남도 순천시 주암면 문길리 174
전라남도순천시청,15-3-2-4,1982-12-03,노목+거목,,,느티나무,480,시·군나무,대,,전라남도 순천시 주암면 운룡2길 29,전라남도 순천시 주암면 운룡리 797-1
전라남도순천시청,15-3-2-5,1982-12-03,노목+거목,,,은행나무,450,시·군나무,잡종지,,,전라남도 순천시 주암면 행정리 553-1
전라남도순천시청,15-3-12-1,1974-09-25,노목+거목,,,느티나무,500,시·군나무,임야,,,전라남도 순천시 삼거동 산43-5
전라남도순천시청,15-3-13-1,1974-09-25,노목+거목,,,느티나무,500,시·군나무,잡종지,,전라남도 순천시 임청대길 7 (옥천동),전라남도 순천시 옥천동 139-1
전라남도순천시청,15-3-14-1,1974-09-25,노목+거목,,,느티나무,300,시·군나무,임야,,,전라남도 순천시 와룡동 341-6
전라남도순천시청,15-3-15-1,1974-09-25,노목+거목,,,푸조나무,500,시·군나무,대,,전라남도 순천시 중앙로 101 (행동),전라남도 순천시 행동 79-2
전라남도순천시청,15-3-28-1,2015-09-01,노목+거목,,,배롱나무,200,시·군나무,대,,전라남도 순천시 서문성터길 2 (매곡동),전라남도 순천시 매곡동 130-3
전라남도순천시청,15-3-17-1,1974-09-25,노목+거목,,,느티나무,200,시·군나무,대,,전라남도 순천시 원용당2길 5 (용당동),전라남도 순천시 용당동 704-2
전라남도순천시청,15-3-17-2,1974-09-25,노목+거목,,,팽나무,230,시·군나무,잡종지,,,전라남도 순천시 용당동 33
전라남도순천시청,15-3-18-1,1974-09-25,노목+거목,,,소나무,200,시·군나무,종교용지,,전라남도 순천시 조비길 36 (석현동),전라남도 순천시 석현동 843-2
전라남도순천시청,15-3-18-1,1974-09-25,노목+거목,,,푸조나무,400,시·군나무,종교용지,,전라남도 순천시 조비길 36 (석현동),전라남도 순천시 석현동 843-2
전라남도순천시청,15-3-18-1,1974-09-25,노목+거목,,,서어나무,350,시·군나무,종교용지,,전라남도 순천시 조비길 36 (석현동),전라남도 순천시 석현동 843-2
전라남도순천시청,15-3-18-1,1974-09-25,노목+거목,,,검팽나무,250,시·군나무,종교용지,,전라남도 순천시 조비길 36 (석현동),전라남도 순천시 석현동 843-2
전라남도순천시청,15-3-18-2,1974-09-25,노목+거목,,,느티나무,300,시·군나무,잡종지,,,전라남도 순천시 석현동 878
전라남도순천시청,15-3-16-1,2010-10-27,노목+거목,,,왕버들나무,300,시·군나무,하천,,,전라남도 순천시 가곡동 937-1
전라남도순천시청,15-3-19-1,1974-09-25,노목+거목,,,느티나무,300,시·군나무,대,,,전라남도 순천시 조곡동 419-2
전라남도순천시청,15-3-20-1,1974-09-25,노목+거목,,,왕버들나무,280,시·군나무,공원,,,전라남도 순천시 풍덕동 1274-1
전라남도순천시청,15-3-20-2,1974-09-25,노목+거목,,,푸조나무,300,시·군나무,대,,전라남도 순천시 풍덕3길 27 (풍덕동),전라남도 순천시 풍덕동 1283-1
전라남도순천시청,15-3-21-1,1974-09-25,노목+거목,,,느티나무,250,시·군나무,대,,,전라남도 순천시 덕월동 779
전라남도순천시청,15-3-21-2,2004-08-26,노목+거목,,,팽나무,350,시·군나무,대,,전라남도 순천시 월곡1길 22 (덕월동),전라남도 순천시 덕월동 1029
전라남도순천시청,15-3-22-1,1974-09-25,노목+거목,,,팽나무,150,시·군나무,잡종지,,전라남도 순천시 안지길 49-1 (안풍동),전라남도 순천시 안풍동 563
전라남도순천시청,15-3-22-2,1974-09-25,노목+거목,,,멀구슬나무,150,시·군나무,대,,,전라남도 순천시 안풍동 531
전라남도순천시청,15-3-23-1,1974-09-25,노목+거목,,,푸조나무,400,시·군나무,도로,,,전라남도 순천시 인월동 992-15
전라남도순천시청,15-3-24-1,1974-09-25,노목+거목,,,왕버들나무,250,시·군나무,잡종지,,,전라남도 순천시 대룡동 691-4
전라남도순천시청,15-3-24-2,1974-09-25,노목+거목,,,푸조나무,400,시·군나무,도로,,,전라남도 순천시 대룡동 692-2
전라남도순천시청,15-3-24-3,2010-06-21,노목+거목,,,느티나무,300,시·군나무,도로,,,전라남도 순천시 대룡동 145-3
전라남도순천시청,15-3-25-1,1974-09-25,노목+거목,,,팽나무,350,시·군나무,대,,,전라남도 순천시 교량동 805
전라남도순천시청,15-3-26-1,1974-09-25,노목+거목,,,느티나무,200,시·군나무,대,,,전라남도 순천시 야흥동 344-3
전라남도순천시청,15-3-26-2,1974-09-25,노목+거목,,,느티나무,200,시·군나무,전,,,전라남도 순천시 야흥동 513-3
전라남도순천시청,15-3-27-1,2002-08-28,노목+거목,,,왕버들나무,200,시·군나무,학교용지,,전라남도 순천시 순천만길 166 (홍내동),전라남도 순천시 홍내동 637-3
전라남도 화순군청,15-11-12-14-235,1999-02-09,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,200,시·군나무,임야,600.0,,전라남도 화순군 사평면 다산리 621
전라남도 화순군청,15-11-12-14-234,1982-12-03,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,260,시·군나무,구거,300.0,,전라남도 화순군 사평면 다산리 903
전라남도 화순군청,15-11-12-12-233,1998-03-05,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,120,시·군나무,하천,,,전라남도 화순군 사평면 남계리 660-4
전라남도 화순군청,15-11-12-9-232,1999-02-09,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,150,시·군나무,임야,,,전라남도 화순군 사평면 사수리 253-5
전라남도 화순군청,15-11-12-9-231,1982-12-03,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,310,시·군나무,대,300.0,전라남도 화순군 사평면 두강길 30,전라남도 화순군 사평면 사수리 1155
전라남도 화순군청,15-11-12-8-230,1982-12-03,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,450,시·군나무,대,300.0,전라남도 화순군 사평면 장선길 25,전라남도 화순군 사평면 절산리 700
전라남도 화순군청,15-11-12-8-229,1982-12-03,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,310,시·군나무,대,200.0,전라남도 화순군 사평면 정동길 2,전라남도 화순군 사평면 절산리 766-4
전라남도 화순군청,15-11-12-6-228,1999-02-09,노목,소나무과,Pinus densiflora Siebold & Zucc.,소나무,350,시·군나무,임야,,,전라남도 화순군 사평면 벽송리 64-2
전라남도 화순군청,15-11-12-6-226,1999-02-09,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,350,시·군나무,답,200.0,,전라남도 화순군 사평면 벽송리 201-1
전라남도 화순군청,15-11-12-3-225,1982-12-03,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,280,시·군나무,임야,,전라남도 화순군 사평면 검산길 116,전라남도 화순군 사평면 검산리 329-1
전라남도 화순군청,15-11-11-8-316,2001-08-03,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,120,시·군나무,임야,,전라남도 화순군 동복면 복녕길 68,전라남도 화순군 동복면 연월리 620
전라남도 화순군청,15-11-11-1-315,2001-08-03,희귀목,소나무과,Pinus densiflora Siebold & Zucc.,소나무,120,시·군나무,임야,,,전라남도 화순군 동복면 독상리 산2-14
전라남도 화순군청,15-11-11-3-303,2001-04-16,희귀목,느릅나무과,Zelkova serrata (Thunb.) Makino,"느티43,팽5",280,시·군나무,하천,,,전라남도 화순군 동복면 한천리 426
전라남도 화순군청,15-11-11-6-301,2001-04-16,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,"느티1,팽2",150,시·군나무,임야,2067.0,,전라남도 화순군 동복면 가수리 26임
전라남도 화순군청,15-11-11-10-295,2001-04-16,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,200,시·군나무,임야,,전라남도 화순군 동복면 연동길 95,전라남도 화순군 동복면 연둔리 산49-1
전라남도 화순군청,15-11-11-6-294,2001-04-16,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,100,시·군나무,도로,,,전라남도 화순군 동복면 가수리 965
전라남도 화순군청,15-11-11-3-222,1999-02-09,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,150,시·군나무,도로,,,전라남도 화순군 동독면 한천리 427-1
전라남도 화순군청,15-11-11-3-221,1982-12-03,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,600,시·군나무,전,357.0,,전라남도 화순군 동복면 한천리 108
전라남도 화순군청,15-11-11-11-220,1982-12-03,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,250,시·군나무,하천,254.0,,전라남도 화순군 동복면 구암리 906
전라남도 화순군청,15-11-11-10-219,1998-03-05,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,200,시·군나무,구거,4465.0,,전라남도 화순군 동복면 연둔리 471
전라남도 화순군청,15-11-11-10-218,1982-12-03,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,200,시·군나무,구거,154.0,,전라남도 화순군 동복면 연둔리 471
전라남도 화순군청,15-11-11-4-217,1982-12-03,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,480,시·군나무,잡종지,314.0,전라남도 화순군 동복면 읍애길 23-1,전라남도 화순군 동복면 읍애리 105
전라남도 화순군청,15-11-11-8-216,1982-12-03,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,600,시·군나무,임야,314.0,,전라남도 화순군 동복면 연월리 1055-3
전라남도 화순군청,15-11-22-7-215,1998-03-05,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,350,시·군나무,도로,3911.0,,전라남도 화순군 동복면 안성리 620
전라남도 화순군청,15-11-11-6-214,1998-03-05,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,180,시·군나무,잡종지,2784.0,전라남도 화순군 동복면 하가길 98,전라남도 화순군 동복면 가수리 671
전라남도 화순군청,15-11-11-5-213,1998-03-05,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,170,시·군나무,구거,668.0,,전라남도 화순군 동복면 신율리 991
전라남도 화순군청,15-11-11-5-211,1998-03-05,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,250,시·군나무,하천,106.0,,전라남도 화순군 동복면 신율리 987-1
전라남도 화순군청,15-11-11-5-210,1998-03-05,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,250,시·군나무,구거,33.0,,전라남도 화순군 동복면 신율리 961
전라남도 화순군청,15-11-11-2-208,1998-03-05,노목,은행나무과,Ginkgo biloba L.,은행나무,210,시·군나무,대,,,전라남도 화순군 동복면 천변리 164-7
전라남도 화순군청,15-11-11-2-207,1999-02-09,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,170,시·군나무,하천,,,전라남도 화순군 동복면 칠정리 751-1
전라남도 화순군청,15-11-11-2-206,1999-02-09,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,180,시·군나무,임야,,전라남도 화순군 동복면 동정1길 5-2,전라남도 화순군 동복면 칠정리 252-3
전라남도 화순군청,15-11-11-2-204,1998-03-05,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,200,시·군나무,도로,2600.0,,전라남도 화순군 동복면 칠정리 260-2
